open,high,low,close
98.56844232269086,98.6246775736846,98.51220707169712,98.56844232269086
98.56844232269086,98.18944117236425,97.95114353173012,98.07029235204719
98.07029235204719,97.28528878035215,96.98463269874276,97.13496073954745
97.13496073954745,97.16957401990729,97.10903474116662,97.13930438053696
97.13930438053696,98.34394270781428,97.97278975099306,98.15836622940367
98.15836622940367,98.40551556951431,98.16236079598951,98.28393818275191
98.28393818275191,100.11721031497184,99.98859952257494,100.0529049187734
100.0529049187734,102.52956623070952,102.14810726805393,102.33883674938173
102.33883674938173,103.28047259753978,103.22683755946065,103.25365507850022
103.25365507850022,104.81594030780802,104.60292209628396,104.70943120204599
104.70943120204599,105.64360890511894,105.5487017103553,105.59615530773712
105.59615530773712,104.20867452610314,104.14674132906971,104.17770792758643
104.17770792758643,104.57773548808667,104.0041446293781,104.29094005873239
104.29094005873239,104.06130454621635,103.81752796194527,103.93941625408081
103.93941625408081,105.47476762024304,105.4499058342348,105.46233672723892
105.46233672723892,103.33971991188601,103.23472902220807,103.28722446704704
103.28722446704704,104.08396870963014,103.99734244866889,104.04065557914952
104.04065557914952,103.75656571783078,103.70570605343526,103.73113588563302
103.73113588563302,104.24834515513106,104.23623202254234,104.2422885888367
104.2422885888367,104.42840113452421,104.38434618785625,104.40637366119023
104.40637366119023,102.9485951715881,102.85004980172076,102.89932248665443
102.89932248665443,101.87417200069261,101.82041155499017,101.84729177784139
101.84729177784139,101.33194627174028,101.31318616795129,101.32256621984578
101.32256621984578,101.60401048854291,101.57140432144263,101.58770740499277
101.58770740499277,101.85043201543078,101.66161585179137,101.75602393361108
101.75602393361108,101.9101020954697,101.9084605561085,101.9092813257891
101.9092813257891,102.96035888006524,102.80630412065373,102.88333150035949
102.88333150035949,101.67716318696672,101.65814663989194,101.66765491342933
101.66765491342933,101.63593542761308,101.43625811642977,101.53609677202142
101.53609677202142,101.40641917737058,101.2879656748867,101.34719242612864
101.34719242612864,102.60038313887814,102.53221329646716,102.56629821767265
102.56629821767265,103.17439337837999,102.86796126167096,103.02117732002547
103.02117732002547,103.97581370201748,103.69341209419112,103.8346128981043
103.8346128981043,103.54894354146019,103.40219085052776,103.47556719599397
103.47556719599397,104.81086753021485,104.60069315445178,104.70578034233331
104.70578034233331,103.61008369990445,103.57500826723258,103.59254598356851
103.59254598356851,103.37532828612439,103.29486365737617,103.33509597175028
103.33509597175028,102.45943214536179,102.4292461811065,102.44433916323415
102.44433916323415,102.46016953752827,102.36851283162848,102.41434118457838
102.41434118457838,102.3975708725681,102.25855065577896,102.32806076417353
102.32806076417353,101.42061406421463,101.2232946421564,101.32195435318552
101.32195435318552,101.08243720791778,101.08231817824044,101.08237769307911
101.08237769307911,100.85133674537819,100.7929029098534,100.8221198276158
100.8221198276158,100.3566122849831,100.35150999083723,100.35406113791016
100.35406113791016,101.74239551868281,101.40350174512439,101.5729486319036
101.5729486319036,103.49853329417232,103.2992458070241,103.39888955059821
103.39888955059821,103.44550251118979,103.42296168263915,103.43423209691447
103.43423209691447,102.62028980103045,102.59360624730957,102.60694802417001
102.60694802417001,100.90631535001718,100.81836636408859,100.86234085705289
100.86234085705289,100.21726335459464,99.94521408251215,100.0812387185534
100.0812387185534,99.19797744959696,98.9659148772184,99.08194616340768
99.08194616340768,100.22270603353029,100.20466295722163,100.21368449537596
100.21368449537596,101.96682735370281,101.90424111868712,101.93553423619497
101.93553423619497,102.72241626973035,102.51471885937714,102.61856756455374
102.61856756455374,101.76542855736548,101.65836075722615,101.71189465729582
101.71189465729582,101.08367832173623,100.70309791380213,100.89338811776918
100.89338811776918,101.54318422452481,101.43624930095642,101.48971676274061
101.48971676274061,101.23987299552458,101.09114261670054,101.16550780611256
101.16550780611256,100.48539312259248,100.40146204054057,100.44342758156652
100.44342758156652,100.968477694696,100.86948304004888,100.91898036737244
100.91898036737244,102.94557931278926,102.77673508537971,102.86115719908449
102.86115719908449,102.93110306236198,102.78049041342788,102.85579673789493
102.85579673789493,103.99180095046168,103.92424665979502,103.95802380512835
103.95802380512835,103.53094212454059,102.93956629115982,103.2352542078502
103.2352542078502,102.94014823196572,102.61256105661779,102.77635464429176
102.77635464429176,103.31733021062614,102.9242535689181,103.12079188977212
103.12079188977212,103.12743761903022,103.00654361766732,103.06699061834877
