open,high,low,close
100.00000000000004,100.18105311936344,99.81894688063664,100.00000000000004
100.00000000000004,100.27670195668034,100.08888275157932,100.18279235412983
100.18279235412983,99.58798042274057,99.46383215578726,99.52590628926392
99.52590628926392,99.8255465303952,99.80685473515658,99.81620063277589
99.81620063277589,100.01138592747053,99.92177331254602,99.96657962000828
99.96657962000828,99.55251803893103,99.48389173280157,99.5182048858663
99.5182048858663,99.03798956629561,98.85980344088276,98.94889650358918
98.94889650358918,99.64995994612224,99.4341392306336,99.54204958837792
99.54204958837792,98.71208286104186,98.69587536949234,98.7039791152671
98.7039791152671,98.54474377305606,98.51228047943322,98.52851212624464
98.52851212624464,99.62172418608549,99.42204367266027,99.52188392937288
99.52188392937288,100.8273243838859,100.71095584517016,100.76914011452803
100.76914011452803,100.52976414170888,100.47459533051725,100.50217973611306
100.50217973611306,99.09601241794289,99.03162871326589,99.06382056560439
99.06382056560439,100.04058575561422,99.99588150607258,100.0182336308434
100.0182336308434,101.0120866084717,100.72921139153102,100.87064900000136
100.87064900000136,100.47177043469662,100.18639684242052,100.32908363855857
100.32908363855857,99.87291477126128,99.84499460446865,99.85895468786497
99.85895468786497,99.61462398376916,99.34977614213078,99.48220006294997
99.48220006294997,101.20346604669206,101.18784823637344,101.19565714153275
101.19565714153275,101.60249752351197,101.44026451028901,101.52138101690049
101.52138101690049,102.86284063109476,102.83374145963607,102.84829104536541
102.84829104536541,102.84555850809038,102.68141709911554,102.76348780360296
102.76348780360296,102.87252566779365,102.83206891360008,102.85229729069687
102.85229729069687,102.28967873506664,102.13344718143094,102.21156295824879
102.21156295824879,103.52718566327016,103.3069109579236,103.41704831059688
103.41704831059688,103.12595782001073,103.07579009082617,103.10087395541845
103.10087395541845,103.04121152378207,102.98054264469789,103.01087708423998
103.01087708423998,102.85403678730323,102.81141156714627,102.83272417722475
102.83272417722475,102.62393287951777,102.53793879745366,102.58093583848571
102.58093583848571,102.68849689568668,102.55240644654248,102.62045167111458
102.62045167111458,103.8276940423988,103.59196448681215,103.70982926460547
103.70982926460547,104.72653323516775,104.47709140904112,104.60181232210444
104.60181232210444,102.7214195630281,102.58639588632808,102.65390772467809
102.65390772467809,102.95876152916239,102.82366454804881,102.8912130386056
102.8912130386056,102.5464334743234,102.43868902902226,102.49256125167283
102.49256125167283,101.27890179052551,101.12719837551992,101.20305008302272
101.20305008302272,101.00059550386968,100.64547630144759,100.82303590265863
100.82303590265863,101.94835357306818,101.5840521334209,101.76620285324454
101.76620285324454,100.6832972841702,100.52758176082646,100.60543952249833
100.60543952249833,99.50876808464363,99.47256009360129,99.49066408912246
99.49066408912246,101.06153771661215,101.05665896109159,101.05909833885187
101.05909833885187,100.17289437047911,99.83347996795389,100.0031871692165
100.0031871692165,100.38101519190322,100.20577119707526,100.29339319448924
100.29339319448924,101.19550309436718,101.19014613313522,101.1928246137512
101.1928246137512,101.25189141335707,101.08354284389299,101.16771712862503
101.16771712862503,100.03035732358886,99.80819511781878,99.91927622070382
99.91927622070382,101.45267313881082,101.41944660707954,101.43605987294518
101.43605987294518,103.178531848907,103.03579765234349,103.10716475062524
103.10716475062524,104.77684573009283,104.45132650563725,104.61408611786504
104.61408611786504,106.02197653934196,105.71472298343973,105.86834976139085
105.86834976139085,106.26837145429921,106.24398221849061,106.25617683639491
106.25617683639491,105.68798148689112,105.64604064292766,105.66701106490939
105.66701106490939,106.96423033330382,106.76704470073366,106.86563751701874
106.86563751701874,106.08234705772193,106.01920500859327,106.0507760331576
106.0507760331576,105.77674133891348,105.6570098933915,105.71687561615249
105.71687561615249,106.26038055922209,105.99896619395633,106.12967337658921
106.12967337658921,106.71312514822091,106.60342994588672,106.65827754705381
106.65827754705381,107.55506696764915,107.21581849381114,107.38544273073015
107.38544273073015,105.94883625745854,105.59351475849817,105.77117550797836
105.77117550797836,108.26261512301939,108.19634211337141,108.2294786181954
108.2294786181954,106.13052354174656,105.96624250319138,106.04838302246897
106.04838302246897,104.41905577649484,104.38565411893364,104.40235494771424
104.40235494771424,103.9770717352331,103.79754626138876,103.88730899831093
103.88730899831093,105.42407109375198,105.33476424607063,105.3794176699113
105.3794176699113,106.0390900153837,105.99515970457581,106.01712485997976
106.01712485997976,105.60565344785809,105.44812892784691,105.5268911878525
105.5268911878525,105.7394453933051,105.65724582482041,105.69834560906276
105.69834560906276,105.79086463172476,105.77500539089507,105.78293501130992
105.78293501130992,105.87149379030532,105.50077008389206,105.6861319370987
105.6861319370987,105.1132079337874,105.0824900566207,105.09784899520405
105.09784899520405,104.2952158228663,103.78071290797287,104.03796436541958
104.03796436541958,103.29449447845536,103.2865928397078,103.29054365908158
103.29054365908158,104.15724891134923,104.11937144401199,104.13831017768061
104.13831017768061,102.26723389958138,101.89222169368131,102.07972779663135
102.07972779663135,103.31530891500559,103.13878294798509,103.22704593149534
103.22704593149534,101.20170851240826,100.97574980047656,101.08872915644241
101.08872915644241,101.11121478256172,100.53539895790621,100.82330687023396
100.82330687023396,101.93257712482142,101.85036183521339,101.8914694800174
101.8914694800174,100.85170092081457,100.6215376322326,100.73661927652358
100.73661927652358,101.67464794389089,101.45139484358332,101.5630213937371
101.5630213937371,102.86695659304499,102.85423259908234,102.86059459606366
102.86059459606366,102.41941777156094,102.40239804690151,102.41090790923123
102.41090790923123,101.99892913453691,101.85926635727411,101.92909774590551
101.92909774590551,102.72071757990761,102.3410999262185,102.53090875306306
102.53090875306306,102.05196639278304,102.03518523987313,102.04357581632809
102.04357581632809,102.38483036343133,102.28022913678349,102.33252975010741
102.33252975010741,103.10146193247874,102.86571136472583,102.98358664860228
102.98358664860228,102.09104454139958,101.99889773602669,102.04497113871314
102.04497113871314,103.7792113647293,103.70836100756212,103.74378618614571
103.74378618614571,104.3868542237204,104.29800743634226,104.34243083003133
104.34243083003133,104.45920751462455,104.44224927093978,104.45072839278217
104.45072839278217,104.20272059490642,104.07963479138562,104.14117769314602
104.14117769314602,103.42827807536989,103.37757032530186,103.40292420033587
103.40292420033587,101.55337435205897,101.53115413449532,101.54226424327715
101.54226424327715,101.91282984460814,101.78095153980429,101.84689069220622
101.84689069220622,102.04011940160228,101.69733794113992,101.8687286713711
101.8687286713711,102.3537760799257,102.17996553213038,102.26687080602804
102.26687080602804,101.5605006381995,101.4268148541814,101.49365774619045
101.49365774619045,101.79990124579948,101.45190489522014,101.6259030705098
101.6259030705098,104.3347271706905,104.17129775813517,104.25301246441283
104.25301246441283,103.44544535255503,103.25790828687036,103.3516768197127
103.3516768197127,104.33085151418229,104.2584136310661,104.2946325726242
104.2946325726242,102.10472245808485,102.01330338916345,102.05901292362415
102.05901292362415,101.6437563454497,101.60367745421604,101.62371689983287
101.62371689983287,102.67774290689007,102.37825833740737,102.52800062214872
102.52800062214872,102.2964592629356,101.73741850847202,102.01693888570381
102.01693888570381,102.5688132037905,102.28560772264272,102.42721046321661
102.42721046321661,103.94086985229595,103.56100724393247,103.7509385481142
103.7509385481142,104.74843065419971,104.358798309037,104.55361448161835
104.55361448161835,104.38103373436435,103.90805085992359,104.14454229714397
104.14454229714397,103.95708456437012,103.84474378543246,103.90091417490129
103.90091417490129,104.39265309195623,104.20541096067622,104.29903202631623
104.29903202631623,102.97956565564863,102.93066649614744,102.95511607589803
102.95511607589803,104.67689429824797,104.38541213534602,104.531153216797
104.531153216797,103.77027166524238,103.36280436840124,103.56653801682181
103.56653801682181,104.72636523577005,104.6286286229737,104.67749692937187
104.67749692937187,104.78955209414421,104.74347931608482,104.76651570511451
104.76651570511451,103.70436100363618,103.56614776019772,103.63525438191695
103.63525438191695,102.84229473306628,102.57967651571103,102.71098562438866
102.71098562438866,104.40439768987805,104.21771490099856,104.3110562954383
104.3110562954383,103.3791334621945,102.93055581207254,103.15484463713352
103.15484463713352,102.07307490331371,102.02203132792405,102.04755311561888
102.04755311561888,103.65113254688339,103.46622018230232,103.55867636459286
103.55867636459286,103.27384068855847,103.00782109466999,103.14083089161423
103.14083089161423,102.12442823489886,101.94838659180866,102.03640741335376
102.03640741335376,101.58988916353844,101.1067731383972,101.34833115096782
101.34833115096782,100.53369788005105,100.48423779291693,100.50896783648399
100.50896783648399,102.4829905635398,102.21376472854993,102.34837764604487
102.34837764604487,102.55599716328227,102.2217196160088,102.38885838964553
102.38885838964553,104.20515466955791,103.94107862570982,104.07311664763387
