open,high,low,close
100.0,100.01436019535313,99.98563980464687,100.0
100.0,99.977870462097,99.92486616076806,99.95136831143253
99.95136831143253,100.98154663631836,100.75290094726982,100.86722379179409
100.86722379179409,101.67228676703887,101.53406067997882,101.60317372350885
101.60317372350885,101.36073107182618,101.27963375415776,101.32018241299197
101.32018241299197,102.26626797375056,102.08951732244225,102.1778926480964
102.1778926480964,102.65363814332291,102.4931467665108,102.57339245491686
102.57339245491686,101.93477735305235,101.86224350926712,101.89851043115974
101.89851043115974,102.53638198377898,102.53136653636197,102.53387426007048
102.53387426007048,102.09641279043377,101.86713425142868,101.98177352093123
101.98177352093123,102.3778908092137,102.17487246441446,102.27638163681408
102.27638163681408,103.4539622647316,103.25162657350005,103.35279441911582
103.35279441911582,105.2868834055865,105.19669526498886,105.24178933528768
105.24178933528768,107.3345075259376,107.08350189179762,107.20900470886761
107.20900470886761,107.38040731979056,107.15178148579726,107.26609440279391
107.26609440279391,108.39416260480884,108.10373505108446,108.24894882794665
108.24894882794665,110.33825341632172,110.32158176255916,110.32991758944044
110.32991758944044,112.14231086724531,111.98916452379503,112.06573769552017
112.06573769552017,111.85158064807416,111.8426110221063,111.84709583509023
111.84709583509023,111.08934785054856,110.6961133390717,110.89273059481013
110.89273059481013,110.23524628251988,110.02852502799158,110.13188565525573
110.13188565525573,108.29683385129314,108.1355348872736,108.21618436928337
108.21618436928337,107.63485823511226,107.5271254813307,107.58099185822148
107.58099185822148,107.1578416942587,106.82342384415963,106.99063276920917
106.99063276920917,105.63082236080201,105.40673538364781,105.51877887222491
105.51877887222491,103.82416439344573,103.62099058738423,103.72257749041498
103.72257749041498,105.32082206381611,105.10451699967024,105.21266953174317
105.21266953174317,107.15479486949165,107.13713879605255,107.1459668327721
107.1459668327721,107.92653785128793,107.76357689733275,107.84505737431034
107.84505737431034,108.11572825310655,107.703794030314,107.90976114171028
107.90976114171028,108.41448084223975,108.39720235196975,108.40584159710475
108.40584159710475,108.29627822483795,108.22632797930154,108.26130310206975
108.26130310206975,108.7303414237352,108.6208120989037,108.67557676131945
108.67557676131945,110.10193044187591,110.0455061722246,110.07371830705026
110.07371830705026,111.88121035585104,111.87702628389178,111.87911831987141
111.87911831987141,114.04503263209294,113.6239589875117,113.83449580980232
113.83449580980232,115.07458890554236,114.64388470335788,114.85923680445012
114.85923680445012,116.53448366806226,116.45891991123524,116.49670178964875
116.49670178964875,117.13065595246546,116.6403681687142,116.88551206058983
116.88551206058983,116.66509355679197,116.59455658735833,116.62982507207515
116.62982507207515,116.27572508227217,116.08457441074145,116.18014974650681
116.18014974650681,114.50741037278615,114.42026723700849,114.46383880489732
114.46383880489732,112.21791563527191,112.02019295964203,112.11905429745697
112.11905429745697,110.64467687239387,110.37928524056993,110.5119810564819
110.5119810564819,109.49389995205718,109.28830644485527,109.39110319845622
109.39110319845622,109.56446288938928,109.47810746548858,109.52128517743893
109.52128517743893,109.4108403136777,109.11232820998465,109.26158426183117
109.26158426183117,109.0128652614266,108.82008535465356,108.91647530804008
108.91647530804008,112.82223992068033,112.70104990453929,112.76164491260981
112.76164491260981,115.01280937927909,114.77960960182334,114.89620949055121
114.89620949055121,116.99002020628251,116.68869421956794,116.83935721292522
116.83935721292522,116.63124134175517,116.61474307400677,116.62299220788097
116.62299220788097,116.13985189184636,115.9965222481001,116.06818706997323
